Region/country/area,Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Middle East,Hydropower,12150.95,12409.95,13409.95,13929.95,15093.95,15669.15,15891.15,15545.15,15691.15,15774.25,16084.24,16081.84,16432.14
Middle East,Renewable hydropower,11910.95,12169.95,13169.95,13689.95,14853.95,14389.15,14611.15,14265.15,14411.15,14494.25,14504.24,14501.84,14852.14
Middle East,Pumped storage,240,240,240,240,240,1280,1280,1280,1280,1280,1580,1580,1580
Middle East,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Wind,103.68,106.89,115.31,121.56,164.56,286.22,423.27,494.08,609.08,775.1,923.27,1028.905,1053.265
Middle East,Onshore wind energy,103.68,106.89,115.31,121.56,164.56,286.22,423.27,494.08,609.08,775.1,923.27,1028.905,1053.265
Middle East,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Solar,90.923,214.683,316.821,633.419,882.929,1102.169,1596.387,2225.608,3470.978,6286.672,7712.85,9959.51,13438.424
Middle East,Solar photovoltaic,84.823,208.583,310.721,527.319,775.329,994.459,1488.677,2117.898,3313.268,5836.962,7269.24,9515.9,12794.924
Middle East,Concentrated solar power,6.1,6.1,6.1,106.1,107.6,107.71,107.71,107.71,157.71,449.71,443.61,443.61,643.5
Middle East,Bioenergy,27.049,46.049,48.049,53.049,59.791,80.541,87.541,87.881,85.881,85.881,83.633,84.498,89.898
Middle East,Solid biofuels and renewable municipal waste,3.248,18.248,18.248,18.248,18.248,18.248,18.248,18.248,18.248,18.248,15,15.005,15.005
Middle East,Renewable municipal waste,3.248,18.248,18.248,18.248,18.248,18.248,18.248,18.248,18.248,18.248,15,15,15
Middle East,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Biogas,23.801,27.801,29.801,34.801,41.543,62.293,69.293,69.633,67.633,67.633,68.633,69.493,74.893
Middle East,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Total renewable energy,0.684,0.689,1.189,1.189,5.689,5.689,6.689,6.689,7.029,10.029,10.436,12.002,12.412
Bahrain,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Wind,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.74
Bahrain,Onshore wind energy,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.74
Bahrain,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Solar,0.004,0.009,0.509,0.509,5.009,5.009,6.009,6.009,6.349,9.349,9.756,11.322,11.672
Bahrain,Solar photovoltaic,0.004,0.009,0.509,0.509,5.009,5.009,6.009,6.009,6.349,9.349,9.756,11.322,11.672
Bahrain,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Total renewable energy,8588.049,8850.318,9858.238,10380.277,10953.718,10411.378,10782.708,11367.038,11637.938,11803.458,11901.108,11930.178,12398.798
Iran (Islamic Republic of),Hydropower,8486,8745,9745,10265,10785,11278,11578,11953,12099,12182.1,12192.7,12192.7,12543
Iran (Islamic Republic of),Renewable hydropower,8486,8745,9745,10265,10785,10238,10538,10913,11059,11142.1,11152.7,11152.7,11503
Iran (Islamic Republic of),Pumped storage,0,0,0,0,0,1040,1040,1040,1040,1040,1040,1040,1040
Iran (Islamic Republic of),Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Wind,95,98.21,106.13,107.63,148.78,153.44,190.94,259,282,304.92,308.08,310.2,342
Iran (Islamic Republic of),Onshore wind energy,95,98.21,106.13,107.63,148.78,153.44,190.94,259,282,304.92,308.08,310.2,342
Iran (Islamic Republic of),Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Solar,0.389,0.448,0.448,0.987,9.378,9.378,43.208,184.478,286.378,345.878,429.768,455.858,539.378
Iran (Islamic Republic of),Solar photovoltaic,0.389,0.448,0.448,0.987,9.378,9.378,43.208,184.478,286.378,345.878,429.768,455.858,539.378
Iran (Islamic Republic of),Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Bioenergy,6.66,6.66,6.66,6.66,10.56,10.56,10.56,10.56,10.56,10.56,10.56,11.42,14.42
Iran (Islamic Republic of),Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Biogas,6.66,6.66,6.66,6.66,10.56,10.56,10.56,10.56,10.56,10.56,10.56,11.42,14.42
Iran (Islamic Republic of),Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Total renewable energy,2274.34,2274.34,2274.34,2303.84,2310.84,2310.84,2310.84,1593.84,1594.416,1594.416,1594.416,1594.416,1598.916
Iraq,Hydropower,2514.34,2514.34,2514.34,2514.34,2514.34,2514.34,2514.34,1797.34,1797.34,1797.34,1797.34,1797.34,1797.34
Iraq,Renewable hydropower,2274.34,2274.34,2274.34,2274.34,2274.34,2274.34,2274.34,1557.34,1557.34,1557.34,1557.34,1557.34,1557.34
Iraq,Pumped storage,240,240,240,240,240,240,240,240,240,240,240,240,240
Iraq,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Solar,0,0,0,29.5,36.5,36.5,36.5,36.5,37.076,37.076,37.076,37.076,41.576
Iraq,Solar photovoltaic,0,0,0,29.5,36.5,36.5,36.5,36.5,37.076,37.076,37.076,37.076,41.576
Iraq,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Total renewable energy,98.794,218.594,308.894,472.894,685.736,836.986,968.236,1068.236,1408.236,2200.236,2711.278,3650.278,4470.278
Israel,Hydropower,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,306,306,306
Israel,Renewable hydropower,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6.61,6,6,6
Israel,Pumped storage,0,0,0,0,0,0,0,0,0,0,300,300,300
Israel,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Wind,6,6,6,6,6,6,27.25,27.25,27.25,27.25,27.25,27.25,27.25
Israel,Onshore wind energy,6,6,6,6,6,6,27.25,27.25,27.25,27.25,27.25,27.25,27.25
Israel,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Solar,76,195.8,286.1,446.1,656.1,796.1,906.1,1006.1,1346.1,2138.1,2652,3591,4411
Israel,Solar photovoltaic,69.9,189.7,280,440,650,790,900,1000,1340,1890,2410,3349,4169
Israel,Concentrated solar power,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,248.1,242,242,242
Israel,Bioenergy,10.184,10.184,10.184,14.184,17.026,28.276,28.276,28.276,28.276,28.276,26.028,26.028,26.028
Israel,Solid biofuels and renewable municipal waste,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,0,0,0
Israel,Renewable municipal waste,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,3.248,0,0,0
Israel,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Biogas,6.936,6.936,6.936,10.936,13.778,25.028,25.028,25.028,25.028,25.028,26.028,26.028,26.028
Israel,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Total renewable energy,16.915,16.943,16.973,17.041,17.136,153.157,514.193,624.188,1009.223,1587.87,1995.585,2168.885,2555.185
Jordan,Hydropower,12,12,12,12,12,16.2,16.2,16.2,16.2,16.2,16.2,13.8,13.8
Jordan,Renewable hydropower,12,12,12,12,12,16.2,16.2,16.2,16.2,16.2,16.2,13.8,13.8
Jordan,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Wind,1.4,1.4,1.4,1.4,1.4,118.4,198.4,198.4,280.4,373,518.01,621.51,614.01
Jordan,Onshore wind energy,1.4,1.4,1.4,1.4,1.4,118.4,198.4,198.4,280.4,373,518.01,621.51,614.01
Jordan,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Solar,0.015,0.043,0.073,0.141,0.236,5.557,286.593,396.588,699.623,1185.67,1448.375,1520.575,1914.375
Jordan,Solar photovoltaic,0.015,0.043,0.073,0.141,0.236,5.557,286.593,396.588,699.623,1185.67,1448.375,1520.575,1914.375
Jordan,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Bioenergy,3.5,3.5,3.5,3.5,3.5,13,13,13,13,13,13,13,13
Jordan,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Biogas,3.5,3.5,3.5,3.5,3.5,13,13,13,13,13,13,13,13
Jordan,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Total renewable energy,0,0.007,0.007,2.514,5.949,7.081,24.409,25.324,46.384,96.659,96.659,96.659,96.659
Kuwait,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Wind,0,0,0,2.4,2.4,2.4,2.4,2.4,12.4,12.4,12.4,12.4,12.4
Kuwait,Onshore wind energy,0,0,0,2.4,2.4,2.4,2.4,2.4,12.4,12.4,12.4,12.4,12.4
Kuwait,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Solar,0,0.007,0.007,0.114,3.549,4.681,22.009,22.924,33.984,84.259,84.259,84.259,84.259
Kuwait,Solar photovoltaic,0,0.007,0.007,0.114,2.049,3.181,20.509,21.424,32.484,32.759,32.759,32.759,32.759
Kuwait,Concentrated solar power,0,0,0,0,1.5,1.5,1.5,1.5,1.5,51.5,51.5,51.5,51.5
Kuwait,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Total renewable energy,282.332,282.472,284.794,287.86,291.76,297.98,317.98,330.71,346.92,368.08,381.84,481.84,731.84
Lebanon,Hydropower,282,282,282,282,282,282,282,282,282,282,282,282,282
Lebanon,Renewable hydropower,282,282,282,282,282,282,282,282,282,282,282,282,282
Lebanon,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Wind,0,0,0.5,2,3,3,3,3,3,3,3,3,3
Lebanon,Onshore wind energy,0,0,0.5,2,3,3,3,3,3,3,3,3,3
Lebanon,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Solar,0.332,0.472,0.294,1.86,4.76,10.98,23.98,36.71,54.92,76.08,89.84,189.84,439.84
Lebanon,Solar photovoltaic,0.332,0.472,0.294,1.86,4.76,10.98,23.98,36.71,54.92,76.08,89.84,189.84,439.84
Lebanon,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Bioenergy,0,0,2,2,2,2,9,9,7,7,7,7,7
Lebanon,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,Biogas,0,0,2,2,2,2,9,9,7,7,7,7,7
Lebanon,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Total renewable energy,0,0,0,0.7,0.7,2.203,2.214,8.214,25.794,76.239,179.089,205.089,705.089
Oman,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Wind,0,0,0,0,0,0,0,0,0,50,50,50,50
Oman,Onshore wind energy,0,0,0,0,0,0,0,0,0,50,50,50,50
Oman,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Solar,0,0,0,0.7,0.7,2.203,2.214,8.214,25.794,26.239,129.089,155.089,655.089
Oman,Solar photovoltaic,0,0,0,0.7,0.7,2.203,2.214,8.214,25.794,26.239,129.089,155.089,655.089
Oman,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Total renewable energy,0,0.35,0.6,0.6,3,12,25,35.34,40.34,82.173,117.673,178.173,192.173
State of Palestine,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Solar,0,0.35,0.6,0.6,3,12,25,35,40,81.833,117.333,177.833,191.833
State of Palestine,Solar photovoltaic,0,0.35,0.6,0.6,3,12,25,35,40,81.833,117.333,177.833,191.833
State of Palestine,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Bioenergy,0,0,0,0,0,0,0,0.34,0.34,0.34,0.34,0.34,0.34
State of Palestine,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
State of Palestine,Biogas,0,0,0,0,0,0,0,0.34,0.34,0.34,0.34,0.34,0.34
State of Palestine,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Total renewable energy,0,19.667,19.667,21.287,22.967,22.967,24.1,24.1,24.1,24.1,24.1,24.1,824.1
Qatar,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Solar,0,0.667,0.667,2.287,3.967,3.967,5.1,5.1,5.1,5.1,5.1,5.1,805.1
Qatar,Solar photovoltaic,0,0.667,0.667,2.287,3.967,3.967,5.1,5.1,5.1,5.1,5.1,5.1,805.1
Qatar,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Bioenergy,0,19,19,19,19,19,19,19,19,19,19,19,19
Qatar,Solid biofuels and renewable municipal waste,0,15,15,15,15,15,15,15,15,15,15,15,15
Qatar,Renewable municipal waste,0,15,15,15,15,15,15,15,15,15,15,15,15
Qatar,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,Biogas,0,4,4,4,4,4,4,4,4,4,4,4,4
Qatar,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Total renewable energy,2.35,2.85,13.55,22.45,24.264,24.264,24.264,37.138,87.138,112.638,112.638,442.638,443.138
Saudi Arabia,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Wind,0,0,0,0,0,0,0,2.75,2.75,3.25,3.25,3.25,3.25
Saudi Arabia,Onshore wind energy,0,0,0,0,0,0,0,2.75,2.75,3.25,3.25,3.25,3.25
Saudi Arabia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Solar,2.35,2.85,13.55,22.45,24.264,24.264,24.264,34.388,84.388,109.388,109.388,439.388,439.888
Saudi Arabia,Solar photovoltaic,2.35,2.85,13.55,22.45,24.264,24.264,24.264,34.388,34.388,59.388,59.388,389.388,389.888
Saudi Arabia,Concentrated solar power,0,0,0,0,0,0,0,0,50,50,50,50,50
Saudi Arabia,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Total renewable energy,857.305,857.305,857.305,857.305,1501.305,1579.305,1501.305,1497.432,1498.682,1499.772,1508.827,1530.305,1557.305
Syrian Arab Republic,Hydropower,850,850,850,850,1494,1572,1494,1490,1490,1490,1490,1490,1490
Syrian Arab Republic,Renewable hydropower,850,850,850,850,1494,1572,1494,1490,1490,1490,1490,1490,1490
Syrian Arab Republic,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Wind,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Syrian Arab Republic,Onshore wind energy,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Syrian Arab Republic,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Solar,0,0,0,0,0,0,0,0.127,1.377,2.467,11.522,33,60
Syrian Arab Republic,Solar photovoltaic,0,0,0,0,0,0,0,0.127,1.377,2.467,11.522,33,60
Syrian Arab Republic,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Bioenergy,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705
Syrian Arab Republic,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,Biogas,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705,6.705
Syrian Arab Republic,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Total renewable energy,10.826,12.751,13.206,127.652,133.166,134.23,136.41,354.47,600.889,1936.233,2333.597,3003.398,3591.042
United Arab Emirates,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Wind,0,0,0,0.85,1.7,1.7,0,0,0,0,0,0.015,0.015
United Arab Emirates,Onshore wind energy,0,0,0,0.85,1.7,1.7,0,0,0,0,0,0.015,0.015
United Arab Emirates,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Solar,10.826,12.751,13.206,125.802,130.466,131.53,135.41,353.47,599.889,1935.233,2332.597,3002.383,3587.627
United Arab Emirates,Solar photovoltaic,10.826,12.751,13.206,25.802,30.466,31.42,35.3,253.36,499.779,1835.123,2232.487,2902.273,3287.627
United Arab Emirates,Concentrated solar power,0,0,0,100,100,100.11,100.11,100.11,100.11,100.11,100.11,100.11,300
United Arab Emirates,Bioenergy,0,0,0,1,1,1,1,1,1,1,1,1,3.4
United Arab Emirates,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Biogas,0,0,0,1,1,1,1,1,1,1,1,1,3.4
United Arab Emirates,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Total renewable energy,1.007,1.286,1.367,2.369,5,60,80,100,250,250,256.747,256.792,256.792
Yemen,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Solar,1.007,1.286,1.367,2.369,5,60,80,100,250,250,256.747,256.787,256.787
Yemen,Solar photovoltaic,1.007,1.286,1.367,2.369,5,60,80,100,250,250,256.747,256.787,256.787
Yemen,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005
Yemen,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005
Yemen,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
North America,Total renewable energy,232768.768,243676.772,263899.926,273462.841,287273.314,309129.407,332861.473,349300.278,367132.712,391073.65,423779.509,461145.344,490596.253
North America,Hydropower,187864.2,188253.7,188481.2,188928.2,190299.5,194080.5,195823.049,196401.618,197265.865,197776.013,198056.647,199365.481,200256.411
North America,Renewable hydropower,169176.2,169487.7,169642.2,170068.2,171349.5,175040.5,176622.049,177168.618,178012.865,178577.013,178619.747,179937.081,180794.511
North America,Pumped storage,18688,18766,18839,18860,18950,19040,19201,19233,19253,19199,19436.9,19428.4,19461.9
