Region/country/area,Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Morocco,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Biogas,1,1,1,1,1,4.7,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Morocco,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Total renewable energy,2191.531,2192.041,2205.173,2208.893,2210.993,2214.785,2217.785,2220.835,2220.63,2260.808,2266.249,2268.732,2312.69
Mozambique,Hydropower,2177.531,2177.541,2189.673,2189.993,2189.993,2190.785,2190.785,2190.808,2190.808,2190.808,2190.808,2190.808,2190.808
Mozambique,Renewable hydropower,2177.531,2177.541,2189.673,2189.993,2189.993,2190.785,2190.785,2190.808,2190.808,2190.808,2190.808,2190.808,2190.808
Mozambique,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Solar,0,0.5,1.5,4.9,7,10,13,16.027,15.822,56,61.441,63.924,107.882
Mozambique,Solar photovoltaic,0,0.5,1.5,4.9,7,10,13,16.027,15.822,56,61.441,63.924,107.882
Mozambique,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Bioenergy,14,14,14,14,14,14,14,14,14,14,14,14,14
Mozambique,Solid biofuels and renewable municipal waste,14,14,14,14,14,14,14,14,14,14,14,14,14
Mozambique,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Bagasse,14,14,14,14,14,14,14,14,14,14,14,14,14
Mozambique,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Total renewable energy,244.68,247.82,341.544,345.061,346.939,351.439,383.439,427.257,451.51,503.95,507.95,507.95,532.95
Namibia,Hydropower,240,240,330,330,330,330,347,347,347,347,351,351,351
Namibia,Renewable hydropower,240,240,330,330,330,330,347,347,347,347,351,351,351
Namibia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Wind,0.22,0.22,0.222,0.222,0.222,0.222,0.222,5.231,5.231,5.231,5.231,5.231,5.231
Namibia,Onshore wind energy,0.22,0.22,0.222,0.222,0.222,0.222,0.222,5.231,5.231,5.231,5.231,5.231,5.231
Namibia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Solar,4.21,7.35,11.072,14.589,16.467,20.967,35.967,74.776,99.029,151.469,151.469,151.469,176.469
Namibia,Solar photovoltaic,4.21,7.35,11.072,14.589,16.467,20.967,35.967,74.776,99.029,151.469,151.469,151.469,176.469
Namibia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Bioenergy,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Namibia,Solid biofuels and renewable municipal waste,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Namibia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Total renewable energy,2.1,3,4,5,6,7,8,9.041,27.041,27.041,27.041,27.041,62.041
Niger,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Solar,2.1,3,4,5,6,7,8,9.041,27.041,27.041,27.041,27.041,62.041
Niger,Solar photovoltaic,2.1,3,4,5,6,7,8,9.041,27.041,27.041,27.041,27.041,62.041
Niger,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Total renewable energy,2086.705,2117.681,2117.873,2120.167,2122.571,2129.606,2134.902,2140.311,2143.983,2156.07,2174.999,2202.038,2206.004
Nigeria,Hydropower,2080.4,2110.4,2110.4,2110.4,2110.4,2110.8,2110.8,2110.8,2110.8,2110.8,2110.8,2110.8,2110.8
Nigeria,Renewable hydropower,2080.4,2110.4,2110.4,2110.4,2110.4,2110.8,2110.8,2110.8,2110.8,2110.8,2110.8,2110.8,2110.8
Nigeria,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Solar,0.305,1.281,1.448,2.242,3.139,9.774,13.84,19.229,22.901,34.883,50.055,68.851,72.817
Nigeria,Solar photovoltaic,0.305,1.281,1.448,2.242,3.139,9.774,13.84,19.229,22.901,34.883,50.055,68.851,72.817
Nigeria,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Bioenergy,6,6,6.025,7.525,9.032,9.032,10.262,10.282,10.282,10.387,14.144,22.387,22.387
Nigeria,Solid biofuels and renewable municipal waste,6,6,6.025,7.525,9.025,9.025,10.225,10.245,10.245,10.35,14.107,22.35,22.35
Nigeria,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Bagasse,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Nigeria,Other solid biofuels,1,1,1,3,4,4,5,5,5,6,9,18,18
Nigeria,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Biogas,0,0,0,0,0.007,0.007,0.037,0.037,0.037,0.037,0.037,0.037,0.037
Nigeria,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Réunion,Total renewable energy,281.53,323.33,345.23,348.43,359.43,380.33,382.5,383.9,427.6,436.14,444.54,462.54,462.54
Réunion,Hydropower,133.4,133.4,133.4,133.6,133.6,133.6,133.2,133.2,133.3,133.3,133.3,134.3,134.3
Réunion,Renewable hydropower,133.4,133.4,133.4,133.6,133.6,133.6,133.2,133.2,133.3,133.3,133.3,134.3,134.3
Réunion,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Réunion,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Réunion,Wind,14.83,14.83,14.83,14.83,14.83,14.83,16.5,16.5,16.5,16.5,16.5,16.5,16.5
Réunion,Onshore wind energy,14.83,14.83,14.83,14.83,14.83,14.83,16.5,16.5,16.5,16.5,16.5,16.5,16.5
Réunion,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Réunion,Solar,89.3,131.1,153,156,167,186.6,186.4,187.8,190.4,198.94,207.34,224.34,224.34
Réunion,Solar photovoltaic,89.3,131.1,153,156,167,186.6,186.4,187.8,190.4,198.94,207.34,224.34,224.34
Réunion,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Réunion,Bioenergy,44,44,44,44,44,45.3,46.4,46.4,87.4,87.4,87.4,87.4,87.4
Réunion,Solid biofuels and renewable municipal waste,42,42,42,42,42,42,42,42,42,42,42,42,42
Réunion,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Réunion,Bagasse,42,42,42,42,42,42,42,42,42,42,42,42,42
Réunion,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Réunion,Liquid biofuels,0,0,0,0,0,0,0,0,41,41,41,41,41
Réunion,Biogas,2,2,2,2,2,3.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Réunion,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Total renewable energy,50.735,56.411,57.468,61.697,77.19,105.82,111.041,115.771,120.705,135.016,144.816,144.816,150.156
Rwanda,Hydropower,49.65,55.27,56.17,59.92,66.12,94.12,98.131,98.131,98.131,109.001,118.801,118.801,124.141
Rwanda,Renewable hydropower,49.65,55.27,56.17,59.92,66.12,94.12,98.131,98.131,98.131,109.001,118.801,118.801,124.141
Rwanda,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Solar,0.25,0.306,0.463,0.942,10.235,10.865,12.075,16.805,21.739,25.18,25.18,25.18,25.18
Rwanda,Solar photovoltaic,0.25,0.306,0.463,0.942,10.235,10.865,12.075,16.805,21.739,25.18,25.18,25.18,25.18
Rwanda,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Bioenergy,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835
Rwanda,Solid biofuels and renewable municipal waste,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835
Rwanda,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Bagasse,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835,0.835
Rwanda,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Helena,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Total renewable energy,1.92,1.92,1.92,1.92,1.92,1.92,2.074,2.268,2.268,2.269,2.259,2.123,2.123
Sao Tome and Principe,Hydropower,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Sao Tome and Principe,Renewable hydropower,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
Sao Tome and Principe,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Solar,0,0,0,0,0,0,0.154,0.348,0.348,0.349,0.339,0.203,0.203
Sao Tome and Principe,Solar photovoltaic,0,0,0,0,0,0,0.154,0.348,0.348,0.349,0.339,0.203,0.203
Sao Tome and Principe,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Total renewable energy,28.29,29.79,30.9,32,34,34,63,134,175,253.2,356.7,423.2,446.2
Senegal,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Wind,0,0,0,0,0,0,0,0,0,55.2,158.7,158.7,158.7
Senegal,Onshore wind energy,0,0,0,0,0,0,0,0,0,55.2,158.7,158.7,158.7
Senegal,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Solar,3.29,4.79,5.9,7,9,9,38,109,150,173,173,239.5,262.5
Senegal,Solar photovoltaic,3.29,4.79,5.9,7,9,9,38,109,150,173,173,239.5,262.5
Senegal,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Bioenergy,25,25,25,25,25,25,25,25,25,25,25,25,25
Senegal,Solid biofuels and renewable municipal waste,25,25,25,25,25,25,25,25,25,25,25,25,25
Senegal,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Bagasse,25,25,25,25,25,25,25,25,25,25,25,25,25
Senegal,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Total renewable energy,0,0,0,6.278,6.959,7.414,7.946,8.644,10.116,10.116,12.902,19.398,24.398
Seychelles,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Wind,0,0,0,6,6,6,6,6,6,6,6,6,6
Seychelles,Onshore wind energy,0,0,0,6,6,6,6,6,6,6,6,6,6
Seychelles,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Solar,0,0,0,0.278,0.959,1.414,1.946,2.644,4.116,4.116,6.902,13.398,18.398
Seychelles,Solar photovoltaic,0,0,0,0.278,0.959,1.414,1.946,2.644,4.116,4.116,6.902,13.398,18.398
Seychelles,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Total renewable energy,54.094,54.161,54.487,54.634,90.445,90.47,90.534,98.52,99.052,99.062,99.062,99.102,104.102
Sierra Leone,Hydropower,54,54,54.25,54.25,56.25,56.25,56.25,60.89,60.89,60.89,60.89,60.89,60.89
Sierra Leone,Renewable hydropower,54,54,54.25,54.25,56.25,56.25,56.25,60.89,60.89,60.89,60.89,60.89,60.89
Sierra Leone,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Solar,0.094,0.161,0.237,0.384,0.395,0.42,0.484,3.83,4.362,4.372,4.372,4.412,9.412
Sierra Leone,Solar photovoltaic,0.094,0.161,0.237,0.384,0.395,0.42,0.484,3.83,4.362,4.372,4.372,4.412,9.412
Sierra Leone,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Bioenergy,0,0,0,0,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8
Sierra Leone,Solid biofuels and renewable municipal waste,0,0,0,0,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8
Sierra Leone,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Bagasse,0,0,0,0,32,32,32,32,32,32,32,32,32
Sierra Leone,Other solid biofuels,0,0,0,0,2,2,2,2,2,2,2,2,2
Sierra Leone,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Total renewable energy,0,0,2.2,2.2,2.3,2.97,7.47,10.444,10.618,10.618,19.088,27.088,50.588
Somalia,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Wind,0,0,2.2,2.2,2.2,2.8,2.8,3.55,3.55,3.55,3.55,3.55,3.55
Somalia,Onshore wind energy,0,0,2.2,2.2,2.2,2.8,2.8,3.55,3.55,3.55,3.55,3.55,3.55
Somalia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Solar,0,0,0,0,0.1,0.17,4.67,6.894,7.068,7.068,15.538,23.538,47.038
Somalia,Solar photovoltaic,0,0,0,0,0.1,0.17,4.67,6.894,7.068,7.068,15.538,23.538,47.038
Somalia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Total renewable energy,992.811,997.15,1002.949,1500.538,2711.257,3430.207,4651.853,6552.339,7911.399,8014.478,9522.83,10287.744,10444.744
South Africa,Hydropower,2134.774,2135.104,2135.109,2135.204,2132.5,2147.65,3146.65,3479.65,3479.65,3479.65,3479.65,3483.65,3483.65
South Africa,Renewable hydropower,734.774,735.104,735.109,735.204,732.5,747.65,747.65,747.65,747.65,747.65,747.65,751.65,751.65
South Africa,Pumped storage,1400,1400,1400,1400,1400,1400,2399,2732,2732,2732,2732,2732,2732
South Africa,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Wind,10.16,10.16,10.16,257,569,1079,1473,2094,2094,2094,2516,2955.5,3102.5
South Africa,Onshore wind energy,10.16,10.16,10.16,257,569,1079,1473,2094,2094,2094,2516,2955.5,3102.5
South Africa,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Solar,1.977,5.921,11.715,262.369,1163.792,1352.872,2175.518,3451.004,4805.064,4908.143,5994.495,6315.909,6325.909
South Africa,Solar photovoltaic,1.977,5.921,11.715,262.369,1063.792,1252.872,1975.518,3151.004,4405.064,4408.143,5494.495,5815.909,5825.909
South Africa,Concentrated solar power,0,0,0,0,100,100,200,300,400,500,500,500,500
South Africa,Bioenergy,245.9,245.965,245.965,245.965,245.965,250.685,255.685,259.685,264.685,264.685,264.685,264.685,264.685
South Africa,Solid biofuels and renewable municipal waste,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7
South Africa,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Bagasse,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7,241.7
South Africa,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Biogas,4.2,4.265,4.265,4.265,4.265,8.985,13.985,17.985,22.985,22.985,22.985,22.985,22.985
South Africa,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Total renewable energy,0,0,0.16,0.16,0.16,0.16,0.428,0.449,0.737,0.835,0.835,1.278,14.061
South Sudan,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Solar,0,0,0.16,0.16,0.16,0.16,0.428,0.449,0.737,0.835,0.835,1.278,14.061
South Sudan,Solar photovoltaic,0,0,0.16,0.16,0.16,0.16,0.428,0.449,0.737,0.835,0.835,1.278,14.061
South Sudan,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Total renewable energy,1419.27,1420.506,1529.066,1535.666,1537.584,1540.911,1547.219,1556.8,1740.488,1761.489,1798.13,1816.86,1870.86
Sudan,Hydropower,1322,1322,1322,1322,1322,1322,1322,1322,1482,1482,1482,1482,1482
Sudan,Renewable hydropower,1322,1322,1322,1322,1322,1322,1322,1322,1482,1482,1482,1482,1482
Sudan,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Solar,2.27,3.506,8.066,14.666,16.584,19.911,26.219,35.8,59.488,80.489,117.13,135.86,189.86
Sudan,Solar photovoltaic,2.27,3.506,8.066,14.666,16.584,19.911,26.219,35.8,59.488,80.489,117.13,135.86,189.86
Sudan,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Bioenergy,95,95,199,199,199,199,199,199,199,199,199,199,199
Sudan,Solid biofuels and renewable municipal waste,95,95,199,199,199,199,199,199,199,199,199,199,199
Sudan,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Bagasse,95,95,199,199,199,199,199,199,199,199,199,199,199
Sudan,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Total renewable energy,619.159,631.961,639.322,642.132,653.431,661.078,668.864,671.431,674.757,680.339,682.739,683.239,683.239
United Republic of Tanzania,Hydropower,567.728,567.758,571.758,572.058,572.083,578.123,586.323,588.013,587.413,594.913,594.913,595.413,595.413
United Republic of Tanzania,Renewable hydropower,567.728,567.758,571.758,572.058,572.083,578.123,586.323,588.013,587.413,594.913,594.913,595.413,595.413
United Republic of Tanzania,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Wind,0,0,0,0,0,0,0,0,0,0,2.4,2.4,2.4
United Republic of Tanzania,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,2.4,2.4,2.4
